;title;tag;date;text;is_question;id
139;;['egyetem', 'továbbtanulás', 'ELTE', 'Illyés Gyula', 'szakkollégium'];2017. jan. 10. 15:38;Ezek az intézmények nem az eltén túl vannak, hanem magának az eltének a szakkoliai, azaz akkor nyerhetsz felvételt, ha az adott szakkoli szakjára jársz, a pszichológiához az Illyés tartozik. Egyik szakkolinak sem vagyok tagja, de a hallotak alapján annyit tudok mondani, hogy ezek annyit érnek, amennyit kihozol belőlük. Öntevékeny mühelyeket, szakköröket kínálnak azoknak akik jobban el akarnak merülni az adott képzési területben, hogy felkészültebben kerüljenek ki a munkapiacra, ezáltal előnyt is nyerve. Lényegében ez az igazán elhivatottaknak egy lehetőség.Vagyis nekem nagyjából ennyi jött le, azért ezen információkat kéretik fenntartással kezelni, mert mégegyszer, én nem vagyok szakkolis, de hátha kapsz választ egy nem laikustól is.;False;8353923
140;"Mi a különbség egy sima egyetemi kolesz és egy
szakkolesz között?";['egyetem', 'kollégium', 'szakkollégium'];2016. szept. 25. 18:42;;True;8123939
141;;['egyetem', 'kollégium', 'szakkollégium'];2016. szept. 25. 19:14;"A szakkollégiumnak semmi köze a bennlakáshoz. Az egy szakmai / tudományos műhely, ""önképző kör"", ahol a hallgatók legtöbbször oktatók mentori segítségével) előadásokat szerveznek, esetleg tanszéki projektekben vagy egyéb, fakultatív szakmai rendezvényeken vesznek részt.";False;8123939
142;"A ""szakkollégium"" pontosan mit takar? Valakinek vannak
tapasztalatai/élményei/bármi szakkolikkal kapcsolatban?";;2015. aug. 16. 14:05;;True;7126099
143;;;2015. aug. 16. 14:13;"elméletileg hajtósabb, elméletileg elvárják hogy plusz órákat vegyél fel és előadásokat tarts egy szűk közegnek / más szakkolisoknak, vagy hasonlók

igazából nem tudom, csak hallottam
de olyanról is hallottam aki tag és nem csinált semmit csak sunyi módon élvezte hogy nyugisabb helyen lakhat mint egy átllag kolis...";False;7126099
144;ELTE Illyés Sándor Szakkollégiumról tapasztalatok?;['egyetem', 'ELTE', 'szakkollégium', 'illyés sándor'];febr. 3. 09:55;"Bármi érdekelne. Milyen élmény, hasznosnak találtátok-e, ajánlanátok-e?
Átböngésztem mindent, ami csak a honlapjukon van, és nagyon vonz, hogy megpróbáljak felvételizni augusztusban, de érdekelne néhány személyes tapasztalat is.
";True;10945600
145;;['egyetem', 'ELTE', 'szakkollégium', 'illyés sándor'];febr. 3. 12:14;Én tagja vagyok, írj nyugodtan akár privátot is. Bármiben tudok segíteni. Személy szerint nagyon szeretem.;False;10945600
146;"PTE-ETK-s hallgatók? Néztem a kollégiumokat és feltűnt
hogy az etk-s koli a laterum. Bővebben lenn";['egyetem', 'kollégium', 'Pécs', 'gyógytornász', 'PTE', 'ETK', 'szakkollégium'];2019. ápr. 28. 21:57;"(Gyógytornász leszek szeptembertől pécsett) és érdekel hogy rögtön mindenkit, a gólyákat is oda rakják e kivétel nélkül mert az szakkoli? K. szi előre is az infót akármelyik pécsi koliról.
";True;9861749
147;;['egyetem', 'kollégium', 'Pécs', 'gyógytornász', 'PTE', 'ETK', 'szakkollégium'];2019. ápr. 28. 22:06;Az kimaradt hogy  azért  kérdezem  mert messze van mindentől  és nem szivesen mennék oda;False;9861749
148;;['egyetem', 'kollégium', 'Pécs', 'gyógytornász', 'PTE', 'ETK', 'szakkollégium'];2019. máj. 6. 02:19;"Szia! Én is Pécsre készülök gyógytornász szakra, szóval ha minden jól megy szaktársak leszünk. :)

A kérdésre sajnos válaszolni nem tudok, de ez engem is nagyon érdekelne. Ha valaki rendelkezik érdemi információval a témával kapcsolatban, az legyen kedves ne tartsa magában. :* :)";False;9861749
149;;['egyetem', 'kollégium', 'Pécs', 'gyógytornász', 'PTE', 'ETK', 'szakkollégium'];2019. máj. 7. 11:46;"A laterumban 6 ágyas szobák vannak kb fél óra busszal az egyetemtől, nem ajánlom, igaz sokaknak ez is jobb volt a semminél. Igaz ez hivatalosan a kar kolija, de nem jelent semmit, ha teheted másik koliba jelentkezz! Igaz sokan szeretik, de szerintem kell ehhez nagy empátia, hogy 6 emberrel legyél folyton, meg állítólag nincs a legjobb állapotban a koli, igaz látni nem láttam, csak meséltek róla sokat csoporttársaim. Az ETK az utolsó amire gondol a PTE, szóval ezért ilyen a szervezés... túl sok pozitív dolgot ne várj az egyetemtől ilyen téren... max ha erasmuson vagy, mert belőlük jön a pénz🤣 én idén váltok egyetemet, én a Szántóba jártam, azt ajánlom a leginkább, igaz oda nagyon magas pontszám kell, mert oda a legnehezebb a bejutás, érdemes kiszámolnod, hogy mennyi pontod lenne (szociális+tanulmányi), és ha fel is vesznek, utána is az ETK diákjainak kell minden évben a legtöbb pont, amíg egy művészetisnek kb 25 pont elég a kolihoz, addig egy etksnak 40 pont kell minden évben hogy legalább koliba járhasson... a neten nézz utána a pontszámításnak és az alapján gondold át mégegyszer, és ha sok pontod lesz, akkor semmiképp se menj a laterumba hanem csak a Szántó vagy a Boszi, ott 2 ágyas szobák vannak és blokkos rendszer van, ami olyan mint egy albérlet, annyi a negatívum, hogy a Szántó tele van küflöldivel, a Bosziban meg egy diszkó üzemel alul.
Bocsi a negatív hangvételért, de nekem nagy csalódás volt az egész egyetem😕";False;9861749
150;"Aki jelentkezett idén az MCC-be, kapott már emailt, hogy
felvették vagy nem?";['szakkollégium', 'MCC'];2020. máj. 13. 16:13;;True;10480176
151;"Márton Áron Szakkollégiumba Bp-n lehet éjjelre vendéget
vinni?";;2015. okt. 18. 23:17;"És ha igen,előre bekell jelenteni,vagy kell érte fizetni?
";True;7285881
152;Jedlik Ányos Szakkollégium milyen Veszprémben?;['egyetem', 'kollégium', 'Veszprém', 'Pannon Egyetem'];2019. júl. 27. 19:01;"Mennyire jó a kolesz? Megéri ode menni, vagy inkább a Magister?
";True;10007106
153;;['egyetem', 'kollégium', 'Veszprém', 'Pannon Egyetem'];2019. júl. 27. 20:45;Kerüld, amilyen messziről csak tudod!!!;False;10007106
154;;['egyetem', 'kollégium', 'Veszprém', 'Pannon Egyetem'];2019. júl. 27. 20:59;Miért? Nem jó?;False;10007106
155;;['egyetem', 'kollégium', 'Veszprém', 'Pannon Egyetem'];2019. aug. 13. 12:32;Jedlikes vagyok, én szeretem;False;10007106
156;;['egyetem', 'kollégium', 'Veszprém', 'Pannon Egyetem'];2019. aug. 26. 20:43;"Hát ha külön előadásokkal akarsz még szórakozni az előadások mellett, meg kisebb, régebbi koliban lakni, akkor nyugodtan menj oda :D de ha inkább a ""normálisabb"" kolit valasztanád, akkor Magi";False;10007106
157;;['egyetem', 'kollégium', 'Veszprém', 'Pannon Egyetem'];2020. ápr. 21. 12:41;"Én félévig jedlikes voltam, de nem tetszett. Minden héten van valamilyen kötelező jellegű program, ami hétköznap van(általában kedd este 8). Engem ez idegesített, meg mivel nincsenek annyira sokan, nekem nehezen ment a beilleszkedés is, mivel akik ott vannak kb ismerik már egymást, és ha picit zárkózottabb vagy és nem mész a ""vezérekkel"" bulizni akkor kiesel a körből, és maguktól nem nagyon hívnak.";False;10007106
158;"NKE államtudományi szakáról vélemény? Illetve van ott
valamilyen szakkollégium?";['egyetem', 'tanulás', 'oktatás', 'közigazgatás', 'NKE', 'szakkollégium', 'államtudomány'];2019. jan. 6. 22:30;"Felvételi előtt állok, és érdeklődnék hogy a Nemzeti Közszolgálati Egyetem államtudományi szakának mik az előnyei/hátrányai? Mennyivel jobb, mint egy közigazgatás-szervezői? Megéri idejárni? Aki esetleg tud a szakkolijukról, mesélne egy kicsit bővebben, hogy mik a feltételei a bekerülésnek, hol lehet jelentkezni oda? Köszönöm :)
";True;9685402
159;;['egyetem', 'tanulás', 'oktatás', 'közigazgatás', 'NKE', 'szakkollégium', 'államtudomány'];2019. jan. 7. 13:25;"Szakmaiságára igényes, kritikus gondolkozással rendelkező személy, messzire elkerüli ezt az egyetemet.
Amennyibe hosszú a nyelved, és képes vagy azonosulni az országban jelenleg folyó dolgokkal, - amik csak rosszabbak lesznek - akkor jó helyen keresgélsz.

Egy volt NKE-s az említett szakról.";False;9685402
160;;['egyetem', 'tanulás', 'oktatás', 'közigazgatás', 'NKE', 'szakkollégium', 'államtudomány'];2019. jan. 7. 20:14;Köszönöm!!;False;9685402
161;;['egyetem', 'tanulás', 'oktatás', 'közigazgatás', 'NKE', 'szakkollégium', 'államtudomány'];2019. jan. 7. 21:46;Elozo evben nagyon sokat ragodtam az NKE allamtudomanyin. Ha erzed hogy ezt szeretned csinalni jelentkezz oda DE! vedd szamitasba hogy igenis allast kell foglalnod majd egyszer az eletedben es meg lesz kotve jocskan a kezed. Ezzel a szakkal nagyon-nagyon magyarorszaghoz leszel kotve. Es a feljebbbjutas tenyleg csak ismeretseg es nyalas, gyomor kerdese. En vegul lecsusztam rola, es a masodik helyen egy teljesen mas iranyt jeloltem be, nem bantam meg mert amit most tanulok azzal kulfoldon egy jobb kornyezetben ezerszer jobban fogom magam erezni.;False;9685402
162;;['egyetem', 'tanulás', 'oktatás', 'közigazgatás', 'NKE', 'szakkollégium', 'államtudomány'];2019. jan. 7. 22:01;Írtam privát.;False;9685402
163;;['egyetem', 'tanulás', 'oktatás', 'közigazgatás', 'NKE', 'szakkollégium', 'államtudomány'];2019. jan. 13. 21:24;"Nagyon idegesítő szerintem, hogy a legtöbb ember mindenféle információ vagy háttértudás nélkül ha hall valamit erről az egyetemről akkor rögtön a kormányhoz meg a politikához köti és azt hiszi, hogy fideszeseket képeznek akiknek állást kell foglalni a politikában. Ez lenne az, amit ezeknek az embereknek fel kellene fognia és kicsit utánaolvasni, hogy mit is tanulnak itt pontosan a diákok. Elárulom, hogy mindenfajta beállítottságtól függetlenül MINDIG szükség lesz köztisztivelőkre!!:)) Ez nem a kormány egyeteme, hanem egy egyetem ,mint mindegyik más Ami szomorú, hogy már a ""volt nke-sek"" is ilyeneket írnak névtelenül, pedig mivel jómagam is oda járok elárulom, hogy senki soha nem említett még semmilyen olyat, hogy nekem most igenis kormánypártinak kell lennem, mert az jó. :)";False;9685402
164;;['egyetem', 'tanulás', 'oktatás', 'közigazgatás', 'NKE', 'szakkollégium', 'államtudomány'];2019. jan. 23. 00:12;"utolsonak uzennem, hogy akkor az egyetemen kivul is szemleld az orszagot es lass ne csak nezz. Ma magyarorszagon ha egy koztisztviselo kritizalja a kormanyt vagy a miniszterelnokot es a kornyezetet az nem fog a poziciojaban maradni sokat. Es az nke-n is igaz ez.
Koztisztviselo mindig is kelleni fog, ez igaz, de aki a velemenyet igenis ki szereti fejezni annak meg kell gondolnia hogy magyarorszagon olyan pozicioban akar e dolgozni ami az allamhoz koti. Nem magaval az NKE-mel van baj. Ez magabol a rendszerbol jon.

Ismerosom hivatalvezeto, a dolgozoknak a valasztasok elott hazalni kellett a telepuleseken, illetve ki volt adni hogy tuloraba maradni kell telefonalgatni. SENKI nem mondott nemet, mindenki feltette az allasat. Az allamigazgatas mindig is egy biztos allast jelent bar fillerekert dolgoznak a hivatalokban. Aki a miniszteriumokba keszul annak KOTELESSEGE benyalnia magat, es az tok8 hogy jobb vagy baloldali. Gondolom mindenki sejti, hogy ha itt lesz kormanyvaltas akkor az OSSZES vezetot/kozepvez., fontosabb beosztasban dolgozot le fognak cserelni, ezek azok a poziciok ahol igazan jol lehet keresni (nem a jarasiban fogsz meggazdagodni).


En az allamigazgatast azert akartam valasztani mert lattam benne potencialt, es meg mindig latok is! Ez egy jol osszerakott szak. De 2.5 ev angliai elet utan arra is ra kellett jonnom, hogy ott jo elni ahol jol is erzed magad, ahol szabad vagy. Ezert nem bantam meg hogy masik szakra mentem nem az NKE-re, mert igy diplomaval tudok kimenni.

Jottek PM-ek, itt valaszolok:
kozepsuli utan kimentem angliaba dolgozni utana visszajottem tanulni
Elso helyre NKE allamigazgatast valasztottam. Mar a felv.beszelgetesnel nagyon kedvesek voltak, a 2 tanar kozul az egyik meg is jegyezte hogy orulni fog ha bejutok. Hat nem jutottam es el is voltam keseredve.Ez volt elozo evben, 2018.
Azota sok minden valtozott es tenyleg nem bantam meg, hogy nem azt az utat jarom.
Masodik helyre teljesen ellentetes iranyt valasztottam, muszaki szakra mentem. Hogy miert jo? Felelmetesen sok lehetoseged van, mar BSC-vel jol tudsz keresni akar itthon is (netto 250 mar mindenhol megvan kezdokent, ha meg nincs ott kell hagyni), kulfoldon ennek a 6x-osa megvan. Es lehet valogatni van atjaras, kinek mi fekszik. Logisztikai, epitesz, gazdasagi/muszaki menedzser, villamos, gepesz stb. aki jot valaszt annak a masod/harmaddiplomaja is siman megvan mert csomo atfedes van. Mesterrel meg teljesen jo lesz de nelkule is. Es meg atlagbol sem annira sok mint mashol mert ez evben 2,75 utan 3.0. (ami amugy szivas, mert kell a kredit is melle +36). De a bolcsoeszeknek meg a muveszeteseknek mar most 3.25 es utana 3.5 + 36 kredit ha nincs meg mennek koltsegesre. Az NKE-en nem tom hogy mennyi lesz a kotelezo mert iden szeptembertol emelik megint azt mar irtam mennyire.

Kb ennyi kicsit kusza, mar eleg este van.";False;9685402
165;Az ELTÉ-n lehet egyszerre több szakkoliba jelentkezni?;['ELTE', 'szakkollégium'];2016. aug. 4. 12:24;"Az Eötvös Collegiumba szeretnék igazából menni, de nem vagyok biztos abban, hogy felvesznek. Láttam, hogy van TTK-s szakkoli is, az is érdekelne, és talán több esélyem is lenne oda bejutni. Van erre lehetőség?
";True;7997061
166;;['ELTE', 'szakkollégium'];2016. aug. 5. 08:18;Jelentkezhetsz többe, és mindkettőnek tagja is lehetsz, ha esetleg úgy alakul. :);False;7997061
167;;['ELTE', 'szakkollégium'];2016. aug. 5. 10:47;Köszönöm szépen! :);False;7997061
168;Szegediként lehetek egyetemen kollégista Szegeden (SZTE)?;['Szeged', 'kollégium', 'SZTE', 'SZTE TTIK', 'Eötvös Lóránd Szakkollégium'];2017. aug. 26. 23:12;"SZTE TTIK infőra mennék, de szeretnék bekerülni az Eötvösbe. Lehetséges ez? Ha igen, mi alapján? Ha 450 föltött lesz a felvételi pontszámom, akkor tanulmányi pontok alapján felvesznek, még ha helyi is vagyok?
";True;8826614
169;;['Szeged', 'kollégium', 'SZTE', 'SZTE TTIK', 'Eötvös Lóránd Szakkollégium'];2017. aug. 26. 23:22;Kizart, ha csak nincs valami csaladi problema a hatterben.;False;8826614
170;;['Szeged', 'kollégium', 'SZTE', 'SZTE TTIK', 'Eötvös Lóránd Szakkollégium'];2017. aug. 26. 23:42;Miért nem jelentkezel külsős tagnak? Egyébként azt hiszem, frissen felvettként csak a táborukba tudsz pályázni, ahonnan lehet, hogy felajánlanak tagságot, a felvételi pontszámoddal önmagában nem.;False;8826614
171;;['Szeged', 'kollégium', 'SZTE', 'SZTE TTIK', 'Eötvös Lóránd Szakkollégium'];2017. aug. 26. 23:51;Nincs valami rokonod másik városbol? Át lehetne iratnod magad, nagyon sokan csinálják (bár ök ösztöndij miatt).;False;8826614
172;;['Szeged', 'kollégium', 'SZTE', 'SZTE TTIK', 'Eötvös Lóránd Szakkollégium'];2017. aug. 27. 01:42;"Azoknak az egyértelműen nem SZTE-s válaszolóknak írok, akik szociális helyzetről beszéltek; az Eötvös szakkollégium, tehát nem a szociális helyzet, hanem a szakmai és tanulmányi eredményeid döntenek a bekerülésről.";False;8826614
173;"Valakinek valami tapasztalata a Szombathelyi
: II. János Pál Katolikus Kollégium és
Szakkollégium-ról?
Közösség?
Emberek?
Programok?
Ismerősök beszámolója?
bármi?";['továbbtanulás', 'gimnázium', 'kollégium', 'költözés', 'Szombathely', 'tapasztalat'];2020. jún. 27. 15:55;"Ide tervezem menni koliba :)
Többek között mert közel van a kiszemelt Gimi-hez ,meg mert Google maps-en elég jól értékelték XD.

nem tudok valami sokat róla, az oldalukon sincs kb semmi.

Kérlek a kérdésre válaszoljatok, nem érdekelnek más kolinak az adatai csak ennek.

A jó válaszokat előre is megköszönöm és jutalmazom, és légyszíves írjatok minél többet
";True;10562722
174;;['továbbtanulás', 'gimnázium', 'kollégium', 'költözés', 'Szombathely', 'tapasztalat'];2020. jún. 29. 15:13;melyik suliba jelentkeztél?;False;10562722
175;;['továbbtanulás', 'gimnázium', 'kollégium', 'költözés', 'Szombathely', 'tapasztalat'];2020. jún. 29. 16:14;"Még nem jelentkeztem
majd a Nagy Lakosra gondoltam";False;10562722
176;;['továbbtanulás', 'gimnázium', 'kollégium', 'költözés', 'Szombathely', 'tapasztalat'];2020. jún. 29. 16:14;*Nagy Lajos;False;10562722
177;"A Rajk László Szakkollégiumról mit lehet, mit érdemes
tudni?";['egyetem', 'felvételi', 'kollégium', 'Corvinus', 'közgazdász', 'mesterszak', 'alapszak', 'szakkollégium'];2013. aug. 22. 20:19;"Nehéz bekerülni? Milyen típusú embereknek ajánlott? Mennyire megterhelő? Mimyen ott lakni? Miben ad leginkább pluszt? Bármilyen infónak örülök!
";True;4751686
178;;['egyetem', 'felvételi', 'kollégium', 'Corvinus', 'közgazdász', 'mesterszak', 'alapszak', 'szakkollégium'];2013. aug. 22. 20:30;A nevéből ítélve komcsiknak ajánlott. Nagyon durva, hogy kollégiumot neveztek el róla.;False;4751686
179;"Adott egyetem szakkollégiumába másik egyetem
hallgatójaként is lehet jelentkezni?";;2018. febr. 3. 23:03;"Corvinus-GyDSz érdekelne, de én az ELTE mesterszakos hallgatója leszek szeptembertől. A jelentkezési feltételek között nem írták, higy csak Corvinus-os hallgatókat várnak, de lehet, ez evidens.

Valaki tudja, hogy működik az ilyesmi? Köszi előre is! :)
";True;9121813
180;;;2018. febr. 4. 08:42;"A legtöbb szakkolégiumba szivesen várják más egyetemek diákjait is, és kis utánna járással, ugynézem ez a GyDSz nél sincs máskép, egy kis részlet a weboldalukról: ""A jelenleg 70 fős tagságunk többsége a Budapesti Corvinus Egyetem Nemzetközi Tanulmányok képzésében résztvevő hallgatók, de mára más egyetemek diákjaival is bővült Szakkollégiumunk létszáma.""
Plusz a felvételi nyomtatványon sem véletlenül szerepel az hogy melyik egyetemre jársz :)";False;9121813
181;;;2018. febr. 4. 10:19;"Nagyon szépen köszönöm a segítséget! :)
És akkor az sem akadály, hogy nem alapszakoskét jelentkezem?";False;9121813
182;"Mi a véleményetek a Pannon egyetem Jedlik Ányos
szakkollégiumáról?";['Pannon Egyetem', 'Jedlik', 'szakkollégium'];2014. aug. 3. 20:42;"Nehéz a bejutás?
A bent maradás gondolom nehéz, de megéri ott lakni?
A szobák jó felszereltségűek?

A válaszokat előre is köszönöm!
";True;5957058
183;;['Pannon Egyetem', 'Jedlik', 'szakkollégium'];2014. aug. 3. 21:57;"




Sajnos kicsit le kell törjelek. A koli az egyetem egyik legrosszabban felszerelt kolija. Festeni nem szoktak, az ablakok igen régiek, az ajtóból kiesnek a zárak, az összesen hat zuhanyzóból általában csak kettő működik. Az ára ennek megfelelően a legolcsóbb kategóriában van.

A bentmaradás és a bejutás sem tekinthető  ""nehéznek"". Ha kaptál meghívót a felvételire, elmehetsz, elbeszélgetsz velük, és ha szimpatikus (!!!) vagy, felvesznek. Nincs ebben semmi tanulmányi elvárás - ha kaptál meghívót, átmentél a szitán, onnantól leginkább szimpátia kérdése. Bent akkor maradsz, ha minden évben leadsz egy szakmai munkát. Mondanom sem kell, ez a felsőbbéveseknek nem megterhelő dolog, az elsősök viszont meg-megszakadnak bele. Emiatt van, hogy olyan szenior volt nemrég, akit majdnem kitettek az egytemről is, mivel nem voltak jók a tanulmányai, de leadta a munkát, kész. És pont emiatt a legtöbb elsős, aki odakerül, megbánja, és otthagyja - egy elsősnek rendkívül nagy erőfeszítés egy dolgozat írása. Nem elég, hogy meg kell sozkni az egyetemi életet, ilyennel is kell b*szakodni.

A jó oldalt is ki kell emelnem azonban: a koliban remek a közösség. Mindenki mindenkit ismer. Ahogy egy Jedlikes ismerősöm megfogalmazta annó, ""itt nem az a pletyka, hogy ki kivel feküdt le, hanem hogy ki kivel nem"".

Összességében a Pannon Egyetem hallgatóinak nagyrésze (már aki tud róla) kínosan nevetségesnek tartja, hogy a Jedlik szakkolinak hívja magát, mikor minimális követelménnyel minden hülyét felvesznek, és benn is marad. A közösség viszont rendkívül erős.";False;5957058
184;;['Pannon Egyetem', 'Jedlik', 'szakkollégium'];2014. aug. 15. 17:30;"Szerintem az egyik legjobb hely Veszprémben. Nekem nagyon sokat számított a tanulmányaim vagy a szakmai fejlődésem során, olyan lehetőségeket kaptam, amit máshol nem nagyon. Régen azt mondták, hogy „kockakoli” és hogy húú de rossz, de szerencsére mégis elmentem felvételizni, bekerültem és nem bántam meg. :) Bekerülni változóan nehéz (csak annyi embert tudnak felvenni, ahány hely van:), a bent maradással nem szokott gond lenni. A szobák egyediek, a felszereltségük változik: vannak kisebb-nagyobb szobák, de vannak 3 fős apartmanok, ahol külön vizesblokk, konyha, előszoba is tartozik a szobákhoz. Én eddig több szobában laktam, nem volt gondom sehol. A közösség nagyon erős, összetartó és nagyon sokat segítenek. Elsősként a legelső napon kaptam egy hátizsák könyvet és jegyzetet a felsősöktől (nem is kellett megvennem nagyon sok könyvet!), és ha kérdésem volt, mindig segítettek. Elég sokoldalúak, ha tanulni/bulizni/sörözni vagy lan partyzni volt kedv, akkor is akadt társaság.

Ugyanakkor, ez eddig csak az én véleményem. Kicsit objektívan:

Meghívó, jelentkezés
Az augusztusi felvételi során a Pannon Egyetemre kiemelkedő tanulmányi eredménnyel érkező hallgatók Jedlikes meghívót kapnak. Ugyanakkor, nincs külön tanulmányi elvárás a jelentkezőktől. A felsőévesek, vagy az év során akár az elsősök is (azok is, akik nem kaptak meghívót), bármelyik meghirdetett felvételire jelentkezhetnek. Nem feltétel egy adott tanulmányi átlagot vagy teljesítményt elérni.

Felvételi
A felvételit egy 7 fős Bizottság értékeli, a Jedlik alappillérei alapján: tanulmányi, szakmai és közösségi aktivitás. A felvétel a beküldött önéletrajz és a szóbeli beszélgetés alapján dől  el. Természetesen, mivel ott is emberek dolgoznak, előfordulhat, hogy a megítélésnél egy zárkózott, mogorva vagy rossz eredményekkel rendelkező ember ilyenkor hátrányba kerül egy nyitott, kommunikatív vagy jó kvalitásokkal érkezővel szemben. Ez viszont nem szimpátia kérdése.

Bejutás
A bejutás nehézsége az üres férőhelyek és a jelentkezők számának függvénye. A 2013-as elsőéves (augusztusi eljáráson) 320%-os jelentkezési ráta volt, így csak a legjobban teljesítők jutottak be – nem vesznek fel mindenkit. De ha kaptál meghívót, érdemes megpróbálni, nincs vesztenivalód.

Bent maradás
Bent maradni nem nehéz, de tenni kell érte. Minden szakkollégistának, aki szeretne a következő évben is bent maradni, részt kell venni egy belsős felvételi  eljáráson. Itt értékelik az éves teljesítményét, a Jedlikes alappillérek alapján (közösségi, tanulmányi, szakmai aktivitás).  Nincs kitüntetett terület, ha megfelelően teljesítesz (értsd: nem zombulsz egész évben a szobádban, nem rúgtak ki az egyetemről/kaptál egyetemi kollégiumot és leadtad a szakmai munkát), akkor bent vagy, nincs para. Sok Jedlikes jól tanul, jó eredményei vannak, de mindenkinek lehet rossz féléve, ezért nem rúgnak ki (persze ha nem kapsz kolit, akkor ebbe a kollégiumba sem vehetnek fel, de ez független a Jedlikes értékeléstől).

Szakmai munka
A bentlakóknak szakmai munkát kell végezniük, vagyis egy év alatt írni kell egy min. 15 oldalas dolgozatot. Lehet csoportban is dolgozni, nem kell egyedül. A témaválasztásban segítenek, pl. 2013/2014-ben 9 elsőéves hallgató 22 témakiírás közül választhatott. A témaválasztáshoz kiírások, ismertetők és ismertető előadások is társultak – van, amikor diplomatémához sincs ennyire részletes info :)
Egy 15 oldalas munkát évente megírni 2-3 (elsős) hallgatónak pedig - véleményem szerint - nem egy különösen embert próbáló feladat, igaz dolgozni kell hozzá, ha valaki az utolsó héten akar egy több hónapos munkát megcsinálni, akkor az nagyon kemény...

Megéri-e ott laki?
A szakmai munka és plusz aktivitás plusz időbe és energiába kerül –ez teljesen igaz. Ennek megfelelően lehet plusz eredményeket is elérni: a Jedlikes hallgatók általában gyorsabban és ügyesebben írnak beadandót, szak/diplomadolgozatot, szereznek gyakorlatot laborban, tartanak ügyesebben előadást, stb. Na nem azért, mert mindenki zseni, hanem mert a szakmaival ebben is fejlődnek. És a legtöbb Jedlikes komoly díjakat, ösztöndíjakat, kitüntetéseket, TDK eredményeket ér el a pályafutása során... :)
Egyébként, néhány példa a Jedlikeseknek térítésmentesen (!) elérhető előnyei közül:  szakmai képzések (pl. auditor tanfolyamok, mérnöki vagy informatikai kurzusok, szakmai kommunikációs/önismereti tréningek, stb.), szakmai kirándulások (egy ill. többnaposak, pl.: gyógyszergyárak, erőművek, gyárak stb. vagy a 2014-es (!!!) CERN részecskefizikai kutatóintézet meglátogatása), szakmai előadások (kutatók, szakemberek), vagy Jedlikes kosárlabdázási lehetőségek, a graduális képzésbe nem tartozó Jedlikes tantárgyak elérése, akár támogatások, ösztöndíjak, stb., stb. Ezek közül sokat meghirdetnek az Egyetemen is, de a prioritást a Jedlikesek élvezik.

Infrastruktúra, felszereltség
A kollégiumi épület valóban nem új, épületgépészeti szempontból lehetne rajta javítani.  De önálló, saját épület, ahol csak a Szakkollégium van, és családias, szeretni való. Amit lehet rajta, azt javítanak/fejlesztenek. :)
A kollégium 7 zuhanyzójából (vizesblokkjából:) 4 egy éven belül lett teljesen felújítva. Az épület nyílászáróinak 80%-át néhány éve cserélték teljesen újakra (a tetőtéri szobák kivételével). A régi szobai hűtőket sok helyen 2014-ben lecserélték, bővítve a kapacitást.  A kollégiumnak saját könyvtára és gépterme van, mérnöki és informatikai munkaállomásokkal kibővítve. A szórakozásról saját, ingyenesen használható csocsózó (!), Tv, tűzrakóhellyel rendelkező udvar vagy akár a 2013-ban érkezett vadiúj társasjátékok nyújtanak segítséget.

Végezetül, azt ajánlom, hogy nézz körül a honlapjukon ( [link]  vagy a FB oldalukon. A kiírások, képek több konkrétumot, és több információt nyújtanak, mint ez kis szövegelés :)

Ha pedig kaptál felvételi meghívót, akkor menj el az ingyenes Tudásnyitó Táborba; nézz körül az épületben, ismerd meg őket, informálódj aztán döntsd el magad! :)";False;5957058
185;"A Corvinuson a szakkollégiumokkal kapcsolatban (Rajk,
Heller stb. ) kinek milyen tapasztalata van?";['egyetem', 'kollégium', 'Corvinus', 'közgáz', 'szakkollégium'];2013. okt. 18. 15:57;"Kiknek érdemes szakkolisnsk lenni? Nehéz a bekerülés? Melyik a legelismertebb?
";True;4949977
186;;['egyetem', 'kollégium', 'Corvinus', 'közgáz', 'szakkollégium'];2013. okt. 18. 16:02;*szakkolisnak;False;4949977
187;"A SOTE-n a Korányi szakkoliba hogyan kell jelentkezni ha
elsős leszek?";['SOTE', 'szakkollégium'];2014. aug. 4. 15:39;"A honlapon csak tavalyi dátumozású felvételi táborról van információ. Egyáltalán próbálkozzak? Nagyon nehéz bekerülni és bennmaradni?
";True;5959784
188;;['SOTE', 'szakkollégium'];2014. aug. 4. 17:42;Előbb-utóbb felteszik az infót az ideiről is. Próbálkozz, bajod nem lehet belőle. Ha jól emlékszem, az én betűmből 4-5 ember jelentkezett amikor kezdtük és csak egyet nem vettek fel (ő nem is élte túl az első félévet), első félév után a felvettek közül esett ki onnan senki. Azt mondják, hogy ha már bent vagy, az ott kapott segítséggel tudod tartani a 4-es átlagot.;False;5959784
189;;['SOTE', 'szakkollégium'];2014. aug. 4. 21:38;rendben, akkor kitartóan lesem majd a honlapot. köszi :);False;5959784
190;Melyik a legjobb Corvinusos szakkoli?;['Budapest', 'kollégium', 'Corvinus', 'BCE', 'szakkollégium'];2016. dec. 11. 17:46;" [link] 

Szeretnék szakkollégiumba jelentkezni, de annyi van, hogy nehezen látom át őket. A felsoroltak közül ismeritek valamelyiket? Tudnátok róla mesélni egy kicsit? Ajánljátok?

Köszönöm a segítséget, mennek a zöld kezek! :)
";True;8289165
